fighter_id,full_name,age,weight_class,fighter_stance,total_fights,wins,losses,avg_total_str_att,avg_sig_str_att,avg_strike_acc,avg_td_att,avg_td_off_pct,avg_td_def_pct,avg_sub_att,avg_str_abs_pct,ko_wins,ko_losses,sub_wins,sub_losses,fighting_style
2.0,Allan Zuniga,33.0,Lightweight,Orthodox,1,0,1,147.0,112.0,0.5267857142857143,0.0,,0.5789473684210527,1.0,0.618421052631579,0,0,0,0,Kickboxer
6.0,Igor Zinoviev,,Light Heavyweight,Orthodox,1,0,1,2.0,2.0,0.0,0.0,,0.0,0.0,0.5,0,1,0,0,Mixed
7.0,Cat Zingano,42.0,Women's Bantamweight,Southpaw,7,3,4,75.85714285714286,42.142857142857146,0.5162588587958823,2.857142857142857,0.67,0.35119047619047616,0.5714285714285714,0.6316939351744412,2,1,0,0,Wrestler
9.0,James Zikic,48.0,Light Heavyweight,Orthodox,1,0,1,93.0,66.0,0.4393939393939394,1.0,0.0,0.8181818181818181,1.0,0.7192982456140351,0,0,0,0,Mixed
11.0,Fares Ziam,28.0,Lightweight,Orthodox,6,4,2,105.83333333333333,77.16666666666667,0.5447271911322716,3.5,0.20714285714285713,0.7857575757575758,0.0,0.5100993049699946,0,0,0,0,Kickboxer
12.0,Zhalgas Zhumagulov,36.0,Flyweight,Switch,7,1,6,153.42857142857142,141.0,0.4297789206418218,5.142857142857143,0.22379953379953382,0.8333333333333334,0.14285714285714285,0.5190218677122902,0,1,0,0,Mixed
13.0,Yao Zhikui,34.0,Flyweight,Orthodox,4,1,3,99.5,76.25,0.22171401059220028,3.0,0.16666666666666666,0.4375,0.0,0.6247930228369903,0,1,0,0,Mixed
16.0,Zhang Weili,35.0,Women's Strawweight,Switch,10,8,2,179.5,142.1,0.5802114975551864,4.5,0.4314316635745207,0.75,0.3,0.4850433522133897,2,1,0,0,Kickboxer
17.0,Zhang Lipeng,35.0,Lightweight,Southpaw,4,2,2,96.75,39.5,0.4773068917668825,5.75,0.35,0.7609427609427609,0.75,0.6087106107356046,0,0,0,0,Mixed
18.0,Zhang Tiequan,46.0,Featherweight,Orthodox,4,1,3,37.5,35.25,0.3051611188283514,0.5,1.0,0.6666666666666667,1.25,0.6548068473408556,0,1,0,0,Mixed
23.0,Daniel Zellhuber,25.0,Lightweight,Switch,3,2,1,168.0,162.0,0.3417940230759764,0.3333333333333333,0.0,0.9629629629629629,0.3333333333333333,0.48329656584816055,0,0,0,0,Mixed
24.0,Joao Zeferino,39.0,Middleweight,Orthodox,2,0,2,43.5,34.0,0.37142857142857144,9.0,0.03125,0.5,1.0,0.7108475516715217,0,0,0,0,Mixed
25.0,Manolo Zecchini,28.0,Featherweight,Orthodox,1,0,1,41.0,41.0,0.21951219512195122,0.0,,,0.0,0.5306122448979592,0,1,0,0,Mixed
26.0,David Zawada,34.0,Welterweight,Orthodox,5,1,4,143.6,115.6,0.3799318839311235,2.4,0.475,0.5138888888888888,1.4,0.5424782967278938,0,1,0,0,Mixed
28.0,Roger Zapata,38.0,Welterweight,Southpaw,1,0,1,82.0,54.0,0.5185185185185185,1.0,0.0,0.8181818181818181,1.0,0.7205882352941176,0,1,0,0,Kickboxer
30.0,Elizeu Zaleski dos Santos,38.0,Welterweight,Orthodox,13,10,3,139.3846153846154,132.07692307692307,0.421318789342628,2.6923076923076925,0.22023809523809523,0.6203571428571428,0.3076923076923077,0.43377644126249526,3,1,0,0,Mixed
31.0,Youssef Zalal,28.0,Featherweight,Switch,6,3,3,99.83333333333333,74.66666666666667,0.4932341885215918,7.833333333333333,0.25849673202614376,0.5055555555555555,1.1666666666666667,0.46956223600660013,0,0,0,0,Mixed
33.0,Aiemann Zahabi,37.0,Bantamweight,Orthodox,6,4,2,71.0,70.5,0.5216472213423433,1.0,0.1,0.7487179487179487,0.0,0.43686626606958695,2,1,0,0,Kickboxer
34.0,Anton Zafir,37.0,Welterweight,Orthodox,2,0,2,29.5,17.0,0.6177777777777778,2.5,0.6666666666666666,0.0,0.0,0.557608695652174,0,2,0,0,Wrestler
35.0,Luke Zachrich,43.0,Middleweight,Orthodox,3,1,2,94.66666666666667,94.33333333333333,0.3549208903191204,1.0,0.5,0.75,0.0,0.4991199665490047,0,1,0,0,Wrestler
36.0,Gilbert Yvel,48.0,Heavyweight,Orthodox,3,0,3,40.666666666666664,27.0,0.23588342440801457,0.3333333333333333,0.0,0.14285714285714285,0.6666666666666666,0.583150301713176,0,2,0,0,Mixed
37.0,Sodiq Yusuff,31.0,Featherweight,Orthodox,7,6,1,115.0,95.71428571428571,0.5522469799623225,1.0,0.1111111111111111,0.7095238095238096,0.42857142857142855,0.5222886656729219,2,0,0,0,Kickboxer
38.0,Rob Yundt,44.0,Middleweight,Orthodox,2,0,2,32.5,8.5,0.5075757575757576,0.5,1.0,0.0,0.0,0.764367816091954,0,0,0,0,Boxer
40.0,Besam Yousef,40.0,Welterweight,Orthodox,2,0,2,161.0,66.5,0.5314111579934364,1.5,0.6666666666666666,0.5416666666666667,0.0,0.7018239492466296,0,0,0,0,Wrestler
41.0,Shanna Young,34.0,Women's Bantamweight,Orthodox,4,1,3,84.25,76.25,0.45935774378456296,0.25,0.0,0.575,0.5,0.6658643892339544,1,1,0,0,Mixed
42.0,Shane Young,31.0,Featherweight,Orthodox,7,2,5,135.71428571428572,130.85714285714286,0.3947486595564431,2.2857142857142856,0.27999999999999997,0.5,0.0,0.4997608404514407,1,1,0,0,Mixed
43.0,Jason Young,38.0,Featherweight,Orthodox,4,1,3,128.0,91.0,0.5359815109056767,2.25,0.6666666666666666,0.6814814814814815,0.0,0.5761390722189651,0,1,0,0,Wrestler
48.0,Yoshiyuki Yoshida,50.0,Welterweight,Southpaw,5,2,3,11.0,10.0,0.33145780051150897,1.4,0.5833333333333334,0.5,0.8,0.5957734100351549,0,2,0,0,Wrestler
54.0,Ashley Yoder,37.0,Women's Strawweight,Southpaw,10,3,7,165.7,117.1,0.41481314862085983,4.0,0.31851851851851853,0.6145833333333334,0.6,0.5955143422067197,0,0,0,0,Mixed
60.0,Cale Yarbrough,38.0,Middleweight,Orthodox,1,0,1,22.0,22.0,0.2727272727272727,0.0,,,0.0,0.27941176470588236,0,1,0,0,Mixed
61.0,Emmanuel Yarborough,64.0,Open Weight,Open Stance,1,0,1,9.0,5.0,0.2,1.0,0.0,,0.0,0.6923076923076923,0,1,0,0,Mixed
62.0,Masutatsu Yano,49.0,Open Weight,Orthodox,1,0,1,61.0,49.0,0.3673469387755102,3.0,0.3333333333333333,,0.0,0.4888888888888889,0,1,0,0,Mixed
63.0,Jianping Yang,36.0,Featherweight,Orthodox,1,0,1,82.0,78.0,0.2692307692307692,4.0,0.25,0.33333333333333337,0.0,0.39805825242718446,0,0,0,0,Mixed
64.0,Dongi Yang,40.0,Middleweight,Southpaw,5,2,3,120.8,85.6,0.554475550436571,3.4,0.52,0.6095238095238095,0.4,0.4739038968473329,2,0,0,0,Wrestler
65.0,Adrian Yanez,31.0,Bantamweight,Orthodox,6,5,1,116.5,116.16666666666667,0.43723203746554323,0.0,,1.0,0.0,0.44702083631506134,4,1,0,0,Mixed
66.0,Adam Yandiev,36.0,Middleweight,Orthodox,1,0,1,12.0,12.0,0.08333333333333333,0.0,,0.25,0.0,0.6707317073170732,0,0,0,0,Mixed
68.0,Petr Yan,32.0,Bantamweight,Switch,12,8,4,185.0,158.33333333333334,0.546686756486818,3.6666666666666665,0.46448717948717955,0.9221878145197473,0.16666666666666666,0.4310885061412391,4,0,0,0,Kickboxer
69.0,Yan Xiaonan,35.0,Women's Strawweight,Orthodox,10,8,2,199.4,174.0,0.4736697187569419,1.2,0.5833333333333334,0.6585858585858586,0.0,0.5062412410153144,1,1,0,0,Wrestler
73.0,Norifumi Yamamoto,48.0,Bantamweight,Southpaw,3,0,3,51.666666666666664,47.333333333333336,0.40347985347985355,2.6666666666666665,0.25,0.5555555555555556,0.0,0.676351575456053,0,0,0,0,Mixed
76.0,Kenichi Yamamoto,48.0,Heavyweight,Orthodox,3,2,1,18.666666666666668,12.333333333333334,0.4826007326007326,1.3333333333333333,0.0,0.16666666666666669,0.3333333333333333,0.7052338247960682,0,0,0,0,Mixed
77.0,Keiichiro Yamamiya,52.0,Middleweight,Southpaw,1,0,1,62.0,58.0,0.2413793103448276,0.0,,1.0,0.0,0.35877862595419846,0,1,0,0,Mixed
78.0,Alexander Yakovlev,40.0,Welterweight,Southpaw,9,3,6,48.111111111111114,40.55555555555556,0.5893438714759086,3.4444444444444446,0.534375,0.6653594771241831,0.1111111111111111,0.5739399212532523,1,0,0,0,Wrestler
80.0,Rani Yahya,40.0,Bantamweight,Orthodox,18,13,5,98.27777777777777,53.333333333333336,0.47181467336235045,6.444444444444445,0.3485750360750361,0.14259259259259258,1.2777777777777777,0.6401327145771897,0,1,0,0,Mixed
81.0,Eddie Yagin,46.0,Featherweight,Orthodox,2,1,1,170.5,155.0,0.3401950162513543,0.0,,0.625,1.0,0.669241890304509,0,0,0,0,Mixed
82.0,Jamie Yager,41.0,Middleweight,Orthodox,1,0,1,76.0,74.0,0.3918918918918919,1.0,0.0,0.6666666666666667,0.0,0.4810126582278481,0,1,0,0,Mixed
88.0,Wu Yanan,29.0,Women's Bantamweight,Orthodox,6,1,5,138.16666666666666,124.33333333333333,0.4566652994080547,1.6666666666666667,0.4,0.7698412698412698,0.16666666666666666,0.567491636303667,0,1,0,0,Mixed
89.0,Marcin Wrzosek,37.0,Lightweight,,1,0,1,204.0,119.0,0.4369747899159664,12.0,0.25,0.33333333333333337,0.0,0.6729559748427673,0,0,0,0,Mixed
90.0,Jordan Wright,33.0,Middleweight,Orthodox,7,2,5,73.71428571428571,36.0,0.6956196264382565,1.5714285714285714,0.275,1.0,0.14285714285714285,0.7721896055072747,2,3,0,0,Kickboxer
93.0,Justin Wren,38.0,Heavyweight,Orthodox,1,0,1,159.0,159.0,0.1069182389937107,1.0,0.0,1.0,0.0,0.26,0,0,0,0,Mixed
95.0,Khama Worthy,38.0,Lightweight,Orthodox,5,2,3,41.0,38.4,0.4182479592497065,0.0,,0.5714285714285714,0.2,0.5565221503815633,1,3,0,0,Mixed
97.0,Cal Worsham,,Open Weight,Orthodox,3,1,2,30.0,17.0,0.6017316017316018,0.6666666666666666,0.5,1.0,0.0,0.491285403050109,1,2,0,0,Boxer
98.0,Sean Woodson,32.0,Featherweight,Orthodox,5,4,1,212.0,162.0,0.46895461437380137,1.0,0.8,0.8631372549019607,0.4,0.38074837876221274,1,0,0,0,Wrestler
100.0,Tyron Woodley,43.0,Welterweight,Orthodox,15,9,6,81.53333333333333,65.66666666666667,0.5409566106057727,1.0666666666666667,0.3125,0.7569444444444445,0.06666666666666667,0.5206831710700338,5,1,0,0,Kickboxer
101.0,Val Woodburn,31.0,Middleweight,Orthodox,1,0,1,9.0,9.0,0.2222222222222222,0.0,,1.0,0.0,0.7,0,1,0,0,Mixed
102.0,Nathaniel Wood,31.0,Bantamweight,Orthodox,9,7,2,187.22222222222223,161.44444444444446,0.4840522672453613,2.6666666666666665,0.5989583333333333,0.8134920634920635,0.4444444444444444,0.4576591224856267,0,1,0,0,Wrestler
103.0,Joanne Wood,39.0,Women's Flyweight,Orthodox,16,8,8,184.5,145.8125,0.5337982309211288,2.0625,0.574074074074074,0.4916666666666667,0.25,0.580491104309075,1,0,0,0,Wrestler
105.0,Brandon Wolff,49.0,Welterweight,Orthodox,2,0,2,6.0,3.0,0.2,0.5,0.0,,0.0,0.7557471264367817,0,1,0,0,Mixed
106.0,Danyelle Wolf,41.0,Women's Featherweight,Orthodox,1,0,1,120.0,95.0,0.21052631578947367,0.0,,0.0,0.0,0.6149068322981367,0,0,0,0,Mixed
108.0,Ray Wizard,,Open Weight,,1,0,1,2.0,1.0,1.0,0.0,,1.0,0.0,1.0,0,0,0,0,Boxer
109.0,Travis Wiuff,47.0,Heavyweight,Orthodox,2,0,2,7.5,2.5,0.6,2.5,0.5,0.33333333333333337,0.5,0.7971237801746276,0,1,0,0,Wrestler
110.0,Jason Witt,38.0,Welterweight,Orthodox,6,2,4,40.0,26.166666666666668,0.4856362890467049,5.166666666666667,0.43650793650793646,1.0,0.3333333333333333,0.6116720637485124,0,4,0,0,Mixed
111.0,Keith Wisniewski,43.0,Welterweight,Orthodox,4,0,4,75.0,61.75,0.4977832735624773,3.5,0.275,0.6,0.25,0.6618790849673203,0,1,0,0,Mixed
112.0,Eric Wisely,40.0,Featherweight,Southpaw,2,0,2,81.0,36.5,0.5108695652173914,0.5,0.0,0.16666666666666669,0.0,0.6407391491190374,0,0,0,0,Kickboxer
113.0,Andre Winner,43.0,Lightweight,Orthodox,6,2,4,98.5,84.16666666666667,0.39023776554376305,0.5,0.0,0.788888888888889,0.0,0.5313242181817847,1,0,0,0,Mixed
114.0,Deron Winn,35.0,Middleweight,Orthodox,5,2,3,156.2,136.0,0.4599483659550927,7.2,0.4125,0.22222222222222224,0.0,0.5907746461354533,0,1,0,0,Mixed
115.0,Eddie Wineland,40.0,Bantamweight,Orthodox,16,6,10,113.75,111.5,0.30187851438631147,0.8125,0.2592592592592593,0.9568181818181818,0.0,0.46552039097608283,5,5,0,0,Mixed
116.0,Matt Wiman,41.0,Lightweight,Orthodox,18,10,8,81.61111111111111,61.77777777777778,0.48346059433392735,3.6666666666666665,0.43417980828695113,0.4402930402930403,1.0,0.6294161614320938,2,4,0,0,Mixed
117.0,Westin Wilson,36.0,Featherweight,Southpaw,1,0,1,18.0,8.0,0.5,0.0,,0.0,2.0,0.75,0,1,0,0,Boxer
119.0,Jonathan Wilson,37.0,Light Heavyweight,Southpaw,4,1,3,62.5,60.75,0.46209027227068467,0.25,1.0,0.888888888888889,0.0,0.4542055686440713,1,1,0,0,Mixed
121.0,Chris Wilson,47.0,Welterweight,Orthodox,4,1,3,93.75,65.25,0.4925224335285311,2.5,0.611111111111111,0.5363247863247864,1.5,0.6557346257999379,0,0,0,0,Wrestler
122.0,Justin Willis,37.0,Heavyweight,Southpaw,5,4,1,86.6,71.2,0.5127428068106789,1.2,0.625,0.36363636363636365,0.0,0.513057548222541,1,0,0,0,Wrestler
124.0,Karl Williams,35.0,Heavyweight,Orthodox,2,2,0,179.5,111.5,0.5397074190177639,11.5,0.3576923076923077,1.0,0.0,0.5285130718954248,0,0,0,0,Kickboxer
125.0,Khaos Williams,31.0,Welterweight,Orthodox,7,5,2,160.28571428571428,150.28571428571428,0.4342196211363855,0.2857142857142857,0.0,0.75,0.0,0.5907228098559677,3,0,0,0,Mixed
126.0,Cole Williams,41.0,Welterweight,Orthodox,2,0,2,16.5,5.5,0.26666666666666666,0.0,,0.16666666666666669,0.0,0.7781954887218046,0,0,0,0,Mixed
127.0,Jordan Williams,34.0,Welterweight,Southpaw,3,0,3,75.33333333333333,61.0,0.3725170068027211,1.6666666666666667,0.3333333333333333,0.6875,0.0,0.6267857142857144,0,1,0,0,Mixed
128.0,Tim Williams,38.0,Middleweight,Orthodox,2,0,2,72.0,65.5,0.4124877089478859,2.5,0.4,1.0,0.0,0.623477038425492,0,2,0,0,Mixed
129.0,Patrick Williams,43.0,Bantamweight,Orthodox,4,1,3,59.5,55.25,0.49162058564785727,3.0,0.45555555555555555,1.0,0.25,0.3870650777793635,0,2,0,0,Mixed
132.0,Pete Williams,49.0,Heavyweight,Orthodox,8,3,5,35.0,22.5,0.42703150912106136,0.75,0.75,0.5292424242424243,0.75,0.6200667797092326,1,2,0,0,Mixed
133.0,Tedd Williams,55.0,Heavyweight,Orthodox,2,1,1,36.5,24.0,0.6678765880217785,5.0,0.1,1.0,0.0,0.6114341085271318,1,0,0,0,Kickboxer
134.0,James Wilks,46.0,Welterweight,Orthodox,4,2,2,85.0,47.5,0.4620672227902221,4.5,0.325,0.7444444444444445,3.0,0.6673447297109731,0,1,0,0,Mixed
135.0,Rob Wilkinson,33.0,Middleweight,Orthodox,2,0,2,58.5,46.0,0.5,10.0,0.30000000000000004,,0.0,0.6406331084587442,0,2,0,0,Kickboxer
136.0,Mike Wilkinson,37.0,Featherweight,Orthodox,4,2,2,90.5,50.25,0.5762100082034455,3.5,0.3611111111111111,0.7142857142857143,0.5,0.7209413239342817,1,0,0,0,Kickboxer
137.0,Aaron Wilkinson,38.0,Lightweight,Orthodox,1,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8,0,0,0,0,Wrestler
140.0,Jonathan Wiezorek,47.0,Heavyweight,Southpaw,1,1,0,37.0,10.0,1.0,4.0,0.25,,0.0,0.875,1,0,0,0,Boxer
141.0,Orlando Wiet,,Open Weight,Southpaw,2,1,1,11.0,7.0,0.5833333333333333,0.0,,0.0,0.0,0.6666666666666666,1,1,0,0,Boxer
142.0,Adam Wieczorek,33.0,Heavyweight,Orthodox,3,2,1,74.0,53.333333333333336,0.3692657569850552,1.0,0.25,0.5037037037037037,0.3333333333333333,0.6372222222222222,0,0,0,0,Mixed
144.0,Robert Whittaker,34.0,Middleweight,Orthodox,20,15,5,158.6,149.05,0.43825525220426165,2.05,0.5568431568431568,0.8299603174603175,0.0,0.44741755989814075,5,3,0,0,Wrestler
145.0,Emily Whitmire,33.0,Women's Strawweight,Orthodox,6,2,4,62.166666666666664,42.0,0.38934184212872736,1.0,0.625,0.65,0.16666666666666666,0.5561148396718867,0,0,0,0,Wrestler
147.0,Garett Whiteley,44.0,Lightweight,Orthodox,3,0,3,109.66666666666667,87.0,0.44231654014262717,0.6666666666666666,0.0,0.2777777777777778,0.6666666666666666,0.5767062922730067,0,1,0,0,Mixed
148.0,Mike Whitehead,43.0,Light Heavyweight,Orthodox,1,0,1,83.0,73.0,0.3698630136986301,12.0,0.4166666666666667,,0.0,0.5084745762711864,0,0,0,0,Mixed
149.0,Robert Whiteford,42.0,Featherweight,Southpaw,5,2,3,79.8,55.4,0.4831759291759292,4.6,0.32142857142857145,0.4712121212121212,0.0,0.5804159980818533,1,0,0,0,Mixed
151.0,Craig White,34.0,Welterweight,Orthodox,2,0,2,61.0,29.5,0.3907563025210084,1.0,0.0,0.625,0.5,0.7080036518563604,0,1,0,0,Mixed
152.0,Alex White,36.0,Lightweight,Southpaw,10,4,6,118.7,102.6,0.44094659085498356,2.5,0.48571428571428565,0.5853535353535353,0.4,0.47835614973284535,2,1,0,0,Mixed
154.0,Vernon White,53.0,Light Heavyweight,Southpaw,1,0,1,37.0,37.0,0.35135135135135137,1.0,0.0,0.0,0.0,0.5795454545454546,0,1,0,0,Mixed
157.0,Sheldon Westcott,40.0,Welterweight,Southpaw,3,1,2,74.0,51.666666666666664,0.404951378491599,5.333333333333333,0.5909090909090909,0.125,0.0,0.5857245016537052,1,1,0,0,Wrestler
159.0,Mike Wessel,47.0,Heavyweight,Orthodox,1,0,1,58.0,23.0,0.5652173913043478,6.0,0.5,,0.0,0.8,0,1,0,0,Wrestler
160.0,Fabricio Werdum,47.0,Heavyweight,Orthodox,18,12,6,105.11111111111111,87.72222222222223,0.559699579915691,3.111111111111111,0.27529761904761907,0.35000000000000003,0.3333333333333333,0.534753082591426,4,3,0,0,Kickboxer
161.0,Jeremiah Wells,38.0,Welterweight,Switch,5,4,1,68.2,42.2,0.49590080971659917,4.6,0.35,1.0,0.6,0.5558962002880248,2,0,0,0,Mixed
162.0,Christian Wellisch,49.0,Heavyweight,Orthodox,5,2,3,96.8,82.4,0.256074494470112,1.4,0.5625,0.45454545454545453,0.6,0.5939846193952033,0,2,0,0,Wrestler
163.0,Mark Weir,57.0,Middleweight,Southpaw,3,1,2,25.0,13.0,0.7598566308243727,0.0,,0.25,1.0,0.4659090909090909,1,1,0,0,Boxer
164.0,Chris Weidman,40.0,Middleweight,Orthodox,18,11,7,86.88888888888889,68.88888888888889,0.466481619339316,5.5,0.5824849170437405,0.6666666666666667,0.5555555555555556,0.5255980124647905,4,6,0,0,Wrestler
166.0,Joshua Weems,30.0,Bantamweight,Orthodox,1,0,1,32.0,26.0,0.6923076923076923,3.0,0.6666666666666666,1.0,0.0,0.5,0,0,0,0,Wrestler
167.0,Darian Weeks,31.0,Welterweight,Orthodox,3,0,3,143.0,131.33333333333334,0.4971604094411111,6.666666666666667,0.3148148148148148,1.0,0.0,0.479816869648433,0,0,0,0,Mixed
168.0,Royston Wee,38.0,Bantamweight,Orthodox,3,2,1,84.33333333333333,24.333333333333332,0.6166187739463601,3.6666666666666665,0.8035714285714286,0.0,0.0,0.7042562740655449,0,1,0,0,Wrestler
170.0,Jonavin Webb,36.0,Welterweight,Orthodox,2,0,2,86.5,72.0,0.30800542740841247,8.0,0.3125,0.4,1.0,0.4580424274973147,0,0,0,0,Mixed
171.0,Brok Weaver,33.0,Lightweight,Southpaw,3,1,2,52.333333333333336,45.666666666666664,0.5157407407407407,2.0,0.16666666666666666,0.3888888888888889,0.3333333333333333,0.6468314215024741,0,0,0,0,Kickboxer
173.0,Tom Watson,42.0,Middleweight,Orthodox,7,2,5,137.71428571428572,128.85714285714286,0.45385258138177725,2.0,0.041666666666666664,0.3957523957523957,0.0,0.5507022303928678,1,0,0,0,Mixed
174.0,Walel Watson,40.0,Bantamweight,Orthodox,4,1,3,64.0,58.0,0.26702636576102834,0.25,0.0,0.6190476190476191,0.75,0.41718750000000004,1,0,0,0,Mixed
176.0,Kyle Watson,45.0,Lightweight,Southpaw,2,1,1,150.0,138.0,0.3553191489361702,7.5,0.0,1.0,0.0,0.44346087949743007,0,1,0,0,Mixed
179.0,Michelle Waterson-Gomez,39.0,Women's Strawweight,Orthodox,14,6,8,136.85714285714286,117.92857142857143,0.5222903819023739,4.428571428571429,0.49615384615384617,0.5549999999999999,0.5714285714285714,0.5520324613529677,0,1,0,0,Kickboxer
180.0,Trey Waters,30.0,Welterweight,Orthodox,1,1,0,205.0,203.0,0.5123152709359606,2.0,0.5,0.875,0.0,0.390625,0,0,0,0,Wrestler
181.0,Dominic Waters,36.0,Welterweight,Orthodox,3,0,3,42.0,23.0,0.21639150943396226,5.666666666666667,0.6666666666666666,0.2777777777777778,0.0,0.8217803379012247,0,1,0,0,Wrestler
183.0,Ron Waterman,59.0,Heavyweight,Orthodox,3,2,1,76.0,39.333333333333336,0.6769713261648745,2.0,0.8,,0.3333333333333333,0.5357142857142857,1,1,0,0,Wrestler
190.0,Terrion Ware,39.0,Bantamweight,Orthodox,4,0,4,204.75,185.25,0.3134846438082428,2.25,0.1111111111111111,0.5520833333333334,0.0,0.566492018190017,0,0,0,0,Mixed
191.0,Charlie Ward,44.0,Welterweight,Orthodox,2,0,2,14.0,13.0,0.19642857142857142,0.5,0.0,0.0,0.0,0.4727272727272727,0,2,0,0,Mixed
193.0,Curt Warburton,,Lightweight,Orthodox,3,1,2,93.0,53.666666666666664,0.363412043978011,3.3333333333333335,0.45238095238095233,0.8333333333333334,0.6666666666666666,0.5629263233475608,0,0,0,0,Mixed
195.0,Anying Wang,34.0,Welterweight,Orthodox,2,1,1,27.0,25.0,0.14444444444444443,0.0,,0.5,0.0,0.5833333333333334,1,1,0,0,Mixed
196.0,Sai Wang,39.0,Welterweight,Southpaw,2,1,1,175.0,101.5,0.45426704777460186,1.0,0.0,0.8,0.0,0.5906462585034014,0,0,0,0,Mixed
197.0,Andy Wang,47.0,Lightweight,Orthodox,1,0,1,11.0,11.0,0.36363636363636365,1.0,0.0,,0.0,0.4117647058823529,0,1,0,0,Mixed
200.0,Patrick Walsh,36.0,Light Heavyweight,,2,1,1,212.5,160.0,0.3136261261261261,5.5,0.48214285714285715,1.0,1.5,0.4855263157894737,0,0,0,0,Mixed
201.0,Richard Walsh,36.0,Welterweight,Orthodox,6,2,4,145.0,105.83333333333333,0.45822040115675605,3.3333333333333335,0.3796296296296296,0.7133333333333334,0.16666666666666666,0.4969982205922607,0,1,0,0,Mixed
202.0,Cory Walmsley,,Light Heavyweight,Orthodox,1,0,1,13.0,2.0,1.0,0.0,,0.0,0.0,0.8636363636363636,0,0,0,0,Boxer
203.0,Jim Wallhead,41.0,Welterweight,Orthodox,2,0,2,151.5,147.5,0.2740740740740741,1.0,0.0,1.0,0.0,0.5094443224247749,0,0,0,0,Mixed
207.0,Rodney Wallace,43.0,Light Heavyweight,Switch,3,0,3,52.666666666666664,36.666666666666664,0.38864838864838863,11.0,0.4376068376068376,0.4166666666666667,1.0,0.7194326179322367,0,0,0,0,Mixed
208.0,Crafton Wallace,49.0,Middleweight,Orthodox,2,0,2,25.0,13.5,0.16666666666666666,0.0,,0.16666666666666669,0.0,0.7081656124209316,0,0,0,0,Mixed
209.0,Ben Wall,36.0,Lightweight,Orthodox,2,0,2,9.0,8.5,0.30952380952380953,0.5,0.0,1.0,0.0,0.6928571428571428,0,2,0,0,Mixed
211.0,Brogan Walker,36.0,Women's Flyweight,Switch,2,0,2,111.5,96.5,0.4125,0.0,,0.09999999999999998,0.0,0.5842714196372734,0,1,0,0,Mixed
212.0,Johnny Walker,33.0,Light Heavyweight,Orthodox,11,7,4,52.45454545454545,43.63636363636363,0.6684080313625768,0.18181818181818182,1.0,0.46527777777777785,0.2727272727272727,0.491752093532201,5,2,0,0,Kickboxer
213.0,Donny Walker,45.0,Bantamweight,,2,0,2,71.5,43.0,0.35341365461847385,0.0,,0.4,1.0,0.7064558629776021,0,0,0,0,Mixed
217.0,TJ Waldburger,37.0,Welterweight,Orthodox,8,4,4,38.5,29.25,0.5716736879970423,3.25,0.4758928571428571,0.4866666666666667,2.375,0.6929195622088957,0,3,0,0,Kickboxer
218.0,Neil Wain,,Heavyweight,Orthodox,1,0,1,12.0,8.0,0.5,0.0,,0.5,0.0,0.696969696969697,0,1,0,0,Boxer
219.0,Chris Wade,37.0,Lightweight,Orthodox,7,5,2,74.71428571428571,36.285714285714285,0.41844738103027346,3.857142857142857,0.6781746031746032,0.5466666666666666,0.8571428571428571,0.4744552003494566,0,0,0,0,Wrestler
224.0,Jason Von Flue,49.0,Welterweight,Orthodox,3,1,2,56.666666666666664,42.333333333333336,0.23667010663914687,3.6666666666666665,0.1111111111111111,0.35000000000000003,1.0,0.4308080808080808,0,0,0,0,Mixed
225.0,Alexander Volkov,36.0,Heavyweight,Orthodox,15,11,4,137.33333333333334,117.86666666666666,0.5852612960244947,0.7333333333333333,0.5833333333333334,0.821388888888889,0.06666666666666667,0.4562874792268384,6,1,0,0,Kickboxer
226.0,Jacob Volkmann,44.0,Lightweight,Southpaw,10,6,4,70.4,38.9,0.35194069673928696,4.9,0.49464285714285716,0.45,1.5,0.5233376677009192,0,0,0,0,Mixed
227.0,Alexander Volkanovski,36.0,Featherweight,Orthodox,14,13,1,215.07142857142858,189.0,0.5813669016457641,5.642857142857143,0.3798701298701299,0.6738888888888889,0.21428571428571427,0.45432092617650494,5,0,0,0,Kickboxer
229.0,Bobby Voelker,46.0,Welterweight,Orthodox,4,0,4,174.5,137.75,0.3400411600810537,2.0,0.26666666666666666,0.5535714285714286,0.0,0.6160068394411385,0,1,0,0,Mixed
230.0,Cheyanne Vlismas,29.0,Women's Strawweight,Switch,4,2,2,124.75,106.5,0.5262084918796174,0.25,1.0,0.5111111111111112,0.25,0.6157002327553175,1,0,0,0,Kickboxer
231.0,Falaniko Vitale,50.0,Middleweight,Orthodox,2,1,1,19.0,12.5,0.22619047619047616,1.0,0.0,0.8333333333333334,0.0,0.6150667514303878,1,1,0,0,Mixed
233.0,Marcos Vinicius,45.0,Bantamweight,Orthodox,3,1,2,54.333333333333336,40.0,0.44129779082090165,0.0,,0.13333333333333333,0.3333333333333333,0.6042272446911622,1,2,0,0,Mixed
234.0,Yuri Villefort,34.0,Welterweight,Orthodox,2,0,2,143.5,141.5,0.41604010025062654,6.5,0.3214285714285714,,0.5,0.4610887483227909,0,0,0,0,Mixed
